timestamp,temperature,humidity,soil_moisture,battery_voltage,mode,mist_status,pump_status
2026-05-10 10:04:00,30.1,54.9,1858,7.3,0,1,0
2026-05-10 10:04:05,29.3,57.5,1859,7.2,0,1,0
2026-05-10 10:04:10,30.1,55.0,1861,7.4,0,1,0
2026-05-10 10:04:15,30.2,56.5,1864,7.4,0,1,0
2026-05-10 10:04:20,29.3,55.6,1865,7.2,0,1,0
2026-05-10 10:04:25,30.1,56.0,1867,7.5,0,1,0
2026-05-10 10:04:30,29.4,56.3,1868,7.4,0,1,0
2026-05-10 10:04:35,29.1,58.2,1869,7.3,0,1,0
2026-05-10 10:04:40,29.7,54.9,1870,7.4,0,1,0
2026-05-10 10:04:45,30.0,55.0,1872,7.4,0,1,0
2026-05-10 10:04:50,29.3,53.1,1874,7.3,0,1,0
2026-05-10 10:04:55,29.7,58.8,1874,7.3,0,1,0
2026-05-10 10:05:00,29.9,59.1,1875,7.3,0,1,0
2026-05-10 10:05:05,29.7,54.5,1877,7.2,0,1,0
2026-05-10 10:05:10,29.5,59.8,1879,7.3,0,1,0
2026-05-10 10:05:15,29.8,56.5,1880,7.3,0,1,0
2026-05-10 10:05:20,30.0,58.1,1880,7.5,0,1,0
2026-05-10 10:05:25,29.2,58.1,1882,7.3,0,1,0
2026-05-10 10:05:30,29.5,57.2,1882,7.3,0,1,0
2026-05-10 10:05:35,29.2,56.5,1884,7.4,0,1,0
2026-05-10 10:05:40,30.2,55.6,1886,7.3,0,1,0
2026-05-10 10:05:45,29.7,58.8,1888,7.1,0,1,0
2026-05-10 10:05:50,30.0,53.2,1889,7.3,0,1,0
2026-05-10 10:05:55,30.1,57.3,1890,7.2,0,1,0
2026-05-10 10:06:00,29.9,56.3,1891,7.3,0,1,0
2026-05-10 10:06:05,29.9,55.4,1893,7.2,0,1,0
2026-05-10 10:06:10,29.8,55.3,1893,7.3,0,1,0
2026-05-10 10:06:15,29.4,55.9,1894,7.4,0,1,0
2026-05-10 10:06:20,29.5,60.7,1894,7.3,0,1,0
2026-05-10 10:06:25,29.6,56.0,1896,7.4,0,1,0
2026-05-10 10:06:30,30.0,57.9,1897,7.2,0,1,0
2026-05-10 10:06:35,29.9,54.7,1899,7.3,0,1,0
2026-05-10 10:06:40,29.9,56.9,1900,7.3,0,1,0
2026-05-10 10:06:45,29.2,57.6,1901,7.3,0,1,0
2026-05-10 10:06:50,29.8,56.3,1902,7.4,0,1,0
2026-05-10 10:06:55,30.4,56.6,1905,7.4,0,1,0
2026-05-10 10:07:00,29.6,57.9,1907,7.4,0,1,0
2026-05-10 10:07:05,29.7,52.8,1907,7.4,0,1,0
2026-05-10 10:07:10,29.9,58.9,1908,7.3,0,1,0
2026-05-10 10:07:15,30.0,59.5,1909,7.4,0,1,0
2026-05-10 10:07:20,29.7,56.0,1910,7.1,0,1,0
2026-05-10 10:07:25,29.6,59.8,1912,7.2,0,1,0
2026-05-10 10:07:30,29.5,56.6,1913,7.2,0,1,0
2026-05-10 10:07:35,29.9,55.6,1915,7.3,0,1,0
2026-05-10 10:07:40,30.3,55.3,1917,7.4,0,1,0
2026-05-10 10:07:45,29.3,52.3,1917,7.1,0,1,0
2026-05-10 10:07:50,29.9,59.9,1918,7.4,0,1,0
2026-05-10 10:07:55,29.8,58.4,1919,7.3,0,1,0
2026-05-10 10:08:00,29.7,54.4,1920,7.4,0,1,0
2026-05-10 10:08:05,29.4,58.1,1921,7.4,0,1,0
2026-05-10 10:08:10,29.5,57.9,1923,7.3,0,1,0
2026-05-10 10:08:15,29.7,57.5,1923,7.3,0,1,0
2026-05-10 10:08:20,30.1,52.9,1924,7.2,0,1,0
2026-05-10 10:08:25,30.4,53.5,1927,7.5,0,1,0
2026-05-10 10:08:30,29.8,56.0,1928,7.4,0,1,0
2026-05-10 10:08:35,29.9,57.1,1929,7.4,0,1,0
2026-05-10 10:08:40,29.1,54.2,1931,7.0,0,1,0
2026-05-10 10:08:45,29.4,56.7,1932,7.5,0,1,0
2026-05-10 10:08:50,30.0,55.7,1934,7.3,0,1,0
2026-05-10 10:08:55,29.8,56.4,1934,7.3,0,1,0
2026-05-10 10:09:00,29.5,55.8,1936,7.4,0,1,0
2026-05-10 10:09:05,30.0,57.0,1937,7.3,0,1,0
2026-05-10 10:09:10,29.7,57.4,1938,7.2,0,1,0
2026-05-10 10:09:15,29.9,54.1,1940,7.3,0,1,0
2026-05-10 10:09:20,29.8,55.3,1941,7.3,0,1,0
2026-05-10 10:09:25,30.1,55.6,1942,7.2,0,1,0
2026-05-10 10:09:30,29.8,54.5,1942,7.2,0,1,0
2026-05-10 10:09:35,30.4,53.8,1943,7.2,0,1,0
2026-05-10 10:09:40,29.9,58.6,1945,7.1,0,1,0
2026-05-10 10:09:45,29.4,59.1,1946,7.4,0,1,0
2026-05-10 10:09:50,30.1,56.6,1947,7.4,0,1,0
2026-05-10 10:09:55,29.5,53.6,1949,7.3,0,1,0
2026-05-10 10:10:00,29.6,57.2,1949,7.3,0,1,0
2026-05-10 10:10:05,30.1,55.7,1949,7.3,0,1,0
2026-05-10 10:10:10,29.8,54.8,1950,7.3,0,1,0
2026-05-10 10:10:15,29.8,57.3,1951,7.2,0,1,0
2026-05-10 10:10:20,29.8,57.9,1952,7.2,0,1,0
2026-05-10 10:10:25,29.8,54.1,1954,7.1,0,1,0
2026-05-10 10:10:30,29.7,56.0,1955,7.3,0,1,0
2026-05-10 10:10:35,29.5,54.5,1956,7.3,0,1,0
2026-05-10 10:10:40,30.0,56.0,1957,7.2,0,1,0
2026-05-10 10:10:45,29.5,56.6,1959,7.2,0,1,0
2026-05-10 10:10:50,29.6,56.3,1959,7.3,0,1,0
2026-05-10 10:10:55,29.7,55.1,1961,7.2,0,1,0
2026-05-10 10:11:00,29.4,58.1,1962,7.1,0,1,0
2026-05-10 10:11:05,29.9,59.7,1963,7.1,0,1,0
2026-05-10 10:11:10,29.7,56.9,1964,7.4,0,1,0
2026-05-10 10:11:15,29.3,52.9,1965,7.3,0,1,0
2026-05-10 10:11:20,29.8,54.7,1966,7.2,0,1,0
2026-05-10 10:11:25,29.8,54.4,1966,7.1,0,1,0
2026-05-10 10:11:30,30.0,55.3,1968,7.2,0,1,0
2026-05-10 10:11:35,29.6,52.5,1969,7.2,0,1,0
2026-05-10 10:11:40,30.2,55.2,1970,7.3,0,1,0
2026-05-10 10:11:45,29.9,55.7,1972,7.3,0,1,0
2026-05-10 10:11:50,30.7,57.8,1974,7.3,0,1,0
2026-05-10 10:11:55,28.9,56.4,1975,7.4,0,1,0
2026-05-10 10:12:00,29.7,58.2,1976,7.4,0,1,0
2026-05-10 10:12:05,29.3,56.4,1979,7.3,0,1,0
2026-05-10 10:12:10,29.3,55.3,1979,7.0,0,1,0
2026-05-10 10:12:15,30.2,53.8,1980,7.3,0,1,0
2026-05-10 10:12:20,29.4,58.5,1981,7.3,0,1,0
2026-05-10 10:12:25,30.1,54.3,1982,7.3,0,1,0
2026-05-10 10:12:30,29.2,55.7,1983,7.4,0,1,0
2026-05-10 10:12:35,29.6,57.9,1985,7.1,0,1,0
2026-05-10 10:12:40,29.8,57.4,1987,7.1,0,1,0
2026-05-10 10:12:45,29.4,57.2,1989,7.4,0,1,0
2026-05-10 10:12:50,29.8,56.5,1991,7.1,0,1,0
2026-05-10 10:12:55,29.6,54.5,1992,7.2,0,1,0
2026-05-10 10:13:00,29.6,55.9,1994,7.2,0,1,0
2026-05-10 10:13:05,29.8,55.8,1995,7.1,0,1,0
2026-05-10 10:13:10,30.0,56.1,1997,7.2,0,1,0
2026-05-10 10:13:15,30.3,53.7,1998,7.2,0,1,0
2026-05-10 10:13:20,30.2,55.8,1999,7.3,0,1,0
2026-05-10 10:13:25,29.7,55.4,2000,7.2,0,1,0
2026-05-10 10:13:30,29.8,56.9,2001,7.3,0,1,0
2026-05-10 10:13:35,29.0,59.3,2003,7.2,0,1,0
2026-05-10 10:13:40,29.6,60.3,2004,7.1,0,1,0
2026-05-10 10:13:45,29.9,54.4,2004,7.2,0,1,0
2026-05-10 10:13:50,29.9,56.5,2005,7.3,0,1,0
2026-05-10 10:13:55,30.1,57.2,2007,7.4,0,1,0
2026-05-10 10:14:00,30.1,58.3,2007,7.4,0,1,0
2026-05-10 10:14:05,29.4,57.3,2009,7.3,0,1,0
2026-05-10 10:14:10,29.5,56.4,2012,7.4,0,1,0
2026-05-10 10:14:15,29.6,55.4,2012,7.3,0,1,0
2026-05-10 10:14:20,29.4,57.2,2013,7.5,0,1,0
2026-05-10 10:14:25,29.3,58.0,2014,7.1,0,1,0
2026-05-10 10:14:30,30.0,57.9,2015,6.9,0,1,0
2026-05-10 10:14:35,30.1,56.0,2016,7.2,0,1,0
2026-05-10 10:14:40,30.0,57.3,2018,7.2,0,1,0
2026-05-10 10:14:45,29.8,57.0,2018,7.2,0,1,0
2026-05-10 10:14:50,30.0,57.4,2020,7.3,0,1,0
2026-05-10 10:14:55,29.8,58.5,2021,7.1,0,1,0
2026-05-10 10:15:00,30.1,54.5,2022,7.1,0,1,0
2026-05-10 10:15:05,29.8,54.9,2024,7.0,0,1,0
2026-05-10 10:15:10,29.9,56.5,2026,7.3,0,1,0
2026-05-10 10:15:15,29.5,57.3,2027,7.1,0,1,0
2026-05-10 10:15:20,30.6,53.9,2029,7.4,0,1,0
2026-05-10 10:15:25,29.9,56.7,2031,7.1,0,1,0
2026-05-10 10:15:30,29.8,53.0,2031,7.2,0,1,0
2026-05-10 10:15:35,29.3,53.1,2032,7.1,0,1,0
2026-05-10 10:15:40,29.8,56.9,2033,7.1,0,1,0
2026-05-10 10:15:45,30.3,54.4,2034,7.2,0,1,0
2026-05-10 10:15:50,29.7,57.7,2036,7.1,0,1,0
2026-05-10 10:15:55,29.7,54.7,2037,7.3,0,1,0
2026-05-10 10:16:00,30.1,55.9,2038,7.1,0,1,0
2026-05-10 10:16:05,29.7,55.9,2040,7.3,0,1,0
2026-05-10 10:16:10,29.5,55.4,2041,7.2,0,1,0
2026-05-10 10:16:15,30.0,53.8,2042,7.1,0,1,0
2026-05-10 10:16:20,29.8,57.0,2043,7.2,0,1,0
2026-05-10 10:16:25,29.7,59.0,2043,7.2,0,1,0
2026-05-10 10:16:30,29.3,59.8,2044,7.3,0,1,0
2026-05-10 10:16:35,30.2,57.3,2046,7.1,0,1,0
2026-05-10 10:16:40,29.9,57.8,2048,7.4,0,1,0
2026-05-10 10:16:45,29.8,55.7,2049,7.2,0,1,0
2026-05-10 10:16:50,29.4,55.4,2050,7.1,0,1,0
2026-05-10 10:16:55,29.7,57.5,2051,7.3,0,1,0
2026-05-10 10:17:00,29.9,58.3,2052,7.1,0,1,0
2026-05-10 10:17:05,30.1,60.0,2054,7.3,0,1,0
2026-05-10 10:17:10,30.0,56.8,2057,7.3,0,1,0
2026-05-10 10:17:15,29.5,53.1,2059,7.1,0,1,0
2026-05-10 10:17:20,29.8,54.2,2060,7.2,0,1,0
2026-05-10 10:17:25,29.7,60.2,2062,7.1,0,1,0
2026-05-10 10:17:30,29.5,54.2,2064,7.1,0,1,0
2026-05-10 10:17:35,30.5,55.0,2065,7.2,0,1,0
2026-05-10 10:17:40,29.8,57.3,2067,7.2,0,1,0
2026-05-10 10:17:45,29.8,54.4,2068,7.2,0,1,0
2026-05-10 10:17:50,29.6,54.8,2070,7.0,0,1,0
2026-05-10 10:17:55,29.8,55.9,2071,7.3,0,1,0
2026-05-10 10:18:00,29.6,58.8,2072,7.0,0,1,0
2026-05-10 10:18:05,29.6,55.2,2073,7.2,0,1,0
2026-05-10 10:18:10,30.0,58.1,2073,7.1,0,1,0
2026-05-10 10:18:15,30.0,55.7,2074,7.1,0,1,0
2026-05-10 10:18:20,29.9,56.5,2076,7.1,0,1,0
2026-05-10 10:18:25,29.4,57.5,2077,7.1,0,1,0
2026-05-10 10:18:30,30.1,54.8,2078,7.0,0,1,0
2026-05-10 10:18:35,30.1,55.9,2081,7.0,0,1,0
2026-05-10 10:18:40,29.7,52.8,2082,7.2,0,1,0
2026-05-10 10:18:45,29.7,54.2,2083,7.2,0,1,0
2026-05-10 10:18:50,29.8,55.6,2084,7.1,0,1,0
2026-05-10 10:18:55,29.6,52.0,2085,7.2,0,1,0
2026-05-10 10:19:00,30.3,53.6,2087,7.2,0,1,0
2026-05-10 10:19:05,29.8,58.5,2089,7.1,0,1,0
2026-05-10 10:19:10,29.6,56.2,2088,7.2,0,1,0
2026-05-10 10:19:15,29.9,57.5,2090,6.9,0,1,0
2026-05-10 10:19:20,29.7,50.6,2090,7.3,0,1,0
2026-05-10 10:19:25,29.9,59.1,2092,7.0,0,1,0
2026-05-10 10:19:30,29.4,57.0,2094,7.1,0,1,0
2026-05-10 10:19:35,30.0,56.5,2095,7.2,0,1,0
2026-05-10 10:19:40,29.6,50.8,2096,7.1,0,1,0
2026-05-10 10:19:45,29.4,56.6,2097,7.0,0,1,0
2026-05-10 10:19:50,30.2,56.1,2098,7.1,0,1,0
2026-05-10 10:19:55,30.0,53.1,2100,7.3,0,1,0
2026-05-10 10:20:00,29.6,59.6,2101,7.2,0,1,0
2026-05-10 10:20:05,29.9,58.2,2102,7.1,0,1,0
2026-05-10 10:20:10,29.9,56.8,2104,6.9,0,1,0
2026-05-10 10:20:15,29.8,59.5,2105,7.2,0,1,0
2026-05-10 10:20:20,29.5,56.0,2106,7.1,0,1,0
2026-05-10 10:20:25,29.9,56.8,2108,7.1,0,1,0
2026-05-10 10:20:30,29.9,53.0,2109,7.2,0,1,0
2026-05-10 10:20:35,29.6,58.1,2110,7.3,0,1,0
2026-05-10 10:20:40,30.0,54.4,2112,7.0,0,1,0
2026-05-10 10:20:45,29.3,52.3,2112,7.3,0,1,0
2026-05-10 10:20:50,30.0,57.3,2114,7.3,0,1,0
2026-05-10 10:20:55,29.3,56.2,2115,7.2,0,1,0
2026-05-10 10:21:00,30.0,56.1,2117,7.0,0,1,0
2026-05-10 10:21:05,29.8,57.9,2118,7.1,0,1,0
2026-05-10 10:21:10,29.6,52.8,2118,7.1,0,1,0
2026-05-10 10:21:15,29.5,55.9,2120,7.0,0,1,0
2026-05-10 10:21:20,29.8,58.6,2121,7.3,0,1,0
2026-05-10 10:21:25,29.6,51.3,2123,7.1,0,1,0
2026-05-10 10:21:30,30.0,59.5,2124,7.1,0,1,0
2026-05-10 10:21:35,29.9,58.6,2126,7.2,0,1,0
2026-05-10 10:21:40,29.1,57.0,2127,7.2,0,1,0
2026-05-10 10:21:45,29.9,55.8,2129,7.1,0,1,0
2026-05-10 10:21:50,29.6,56.9,2131,7.1,0,1,0
2026-05-10 10:21:55,30.1,58.4,2132,7.2,0,1,0
2026-05-10 10:22:00,30.4,51.7,2133,7.2,0,1,0
2026-05-10 10:22:05,29.9,57.4,2135,7.3,0,1,0
2026-05-10 10:22:10,29.4,55.8,2135,7.2,0,1,0
2026-05-10 10:22:15,30.1,55.1,2137,7.1,0,1,0
2026-05-10 10:22:20,29.7,59.1,2138,7.2,0,1,0
2026-05-10 10:22:25,29.8,53.9,2140,7.2,0,1,0
2026-05-10 10:22:30,29.9,56.5,2141,7.1,0,1,0
2026-05-10 10:22:35,29.4,61.5,2142,7.3,0,1,0
2026-05-10 10:22:40,30.4,55.9,2144,7.1,0,1,0
2026-05-10 10:22:45,30.0,51.8,2145,7.0,0,1,0
2026-05-10 10:22:50,29.8,56.5,2147,7.2,0,1,0
2026-05-10 10:22:55,30.0,55.6,2149,7.0,0,1,0
2026-05-10 10:23:00,29.5,55.1,2149,7.0,0,1,0
2026-05-10 10:23:05,29.9,55.8,2149,7.1,0,1,0
2026-05-10 10:23:10,29.3,50.8,2151,7.1,0,1,0
2026-05-10 10:23:15,30.0,55.1,2152,6.9,0,1,0
2026-05-10 10:23:20,30.2,55.1,2154,7.2,0,1,0
2026-05-10 10:23:25,29.6,57.2,2155,7.1,0,1,0
2026-05-10 10:23:30,29.8,54.0,2157,7.1,0,1,0
2026-05-10 10:23:35,29.3,56.9,2158,7.1,0,1,0
2026-05-10 10:23:40,30.1,54.8,2160,7.1,0,1,0
2026-05-10 10:23:45,29.6,56.7,2161,7.1,0,1,0
2026-05-10 10:23:50,29.6,57.1,2162,7.1,0,1,0
2026-05-10 10:23:55,30.1,53.6,2164,7.0,0,1,0
2026-05-10 10:24:00,29.4,55.0,2165,7.0,0,1,0
2026-05-10 10:24:05,29.9,54.9,2166,7.1,0,1,0
2026-05-10 10:24:10,29.6,56.6,2167,7.0,0,1,0
2026-05-10 10:24:15,30.0,56.7,2168,7.1,0,1,0
2026-05-10 10:24:20,30.4,57.5,2169,7.3,0,1,0
2026-05-10 10:24:25,30.0,54.7,2171,7.1,0,1,0
2026-05-10 10:24:30,30.3,55.4,2172,7.2,0,1,0
2026-05-10 10:24:35,30.2,59.6,2174,7.1,0,1,0
2026-05-10 10:24:40,30.1,55.0,2175,7.1,0,1,0
2026-05-10 10:24:45,29.8,51.1,2176,7.2,0,1,0
2026-05-10 10:24:50,30.0,56.5,2178,7.1,0,1,0
2026-05-10 10:24:55,30.2,59.8,2180,6.9,0,1,0
2026-05-10 10:25:00,29.8,55.1,2182,7.2,0,1,0
2026-05-10 10:25:05,30.2,55.3,2183,7.1,0,1,0
2026-05-10 10:25:10,30.0,53.0,2184,7.0,0,1,0
2026-05-10 10:25:15,29.7,53.3,2186,7.2,0,1,0
2026-05-10 10:25:20,29.9,54.6,2187,7.2,0,1,0
2026-05-10 10:25:25,29.5,56.2,2188,7.0,0,1,0
2026-05-10 10:25:30,30.0,52.6,2189,7.0,0,1,0
2026-05-10 10:25:35,29.8,54.9,2190,7.2,0,1,0
2026-05-10 10:25:40,29.9,58.6,2191,7.2,0,1,0
2026-05-10 10:25:45,29.6,55.6,2193,7.1,0,1,0
2026-05-10 10:25:50,30.0,57.5,2193,7.1,0,1,0
2026-05-10 10:25:55,29.8,57.0,2195,7.2,0,1,0
2026-05-10 10:26:00,30.6,58.2,2197,7.0,0,1,0
2026-05-10 10:26:05,30.0,54.4,2199,7.2,0,1,0
2026-05-10 10:26:10,29.6,57.2,2200,7.2,0,1,1
2026-05-10 10:26:15,30.0,57.0,2155,6.9,0,1,1
2026-05-10 10:26:20,29.7,52.1,2122,7.1,0,1,1
2026-05-10 10:26:25,30.1,55.2,2088,7.0,0,1,1
2026-05-10 10:26:30,29.6,55.1,2043,7.1,0,1,1
2026-05-10 10:26:35,29.7,53.2,1999,7.0,0,1,1
2026-05-10 10:26:40,30.0,55.6,1961,7.0,0,1,1
2026-05-10 10:26:45,30.3,53.1,1915,7.2,0,1,1
2026-05-10 10:26:50,29.4,55.2,1876,7.1,0,1,1
2026-05-10 10:26:55,29.8,57.1,1828,7.1,0,1,1
2026-05-10 10:27:00,29.6,56.7,1794,7.1,0,1,1
2026-05-10 10:27:05,29.7,59.4,1760,6.9,0,1,1
2026-05-10 10:27:10,29.9,53.2,1761,7.2,0,1,0
2026-05-10 10:27:15,29.8,57.5,1763,7.2,0,1,0
2026-05-10 10:27:20,29.5,59.2,1764,7.1,0,1,0
2026-05-10 10:27:25,29.7,55.0,1766,7.1,0,1,0
2026-05-10 10:27:30,30.1,54.5,1767,7.1,0,1,0
2026-05-10 10:27:35,30.0,53.2,1769,7.0,0,1,0
2026-05-10 10:27:40,29.9,55.2,1770,6.9,0,1,0
2026-05-10 10:27:45,29.6,56.2,1771,7.0,0,1,0
2026-05-10 10:27:50,29.8,60.8,1772,7.1,0,1,0
2026-05-10 10:27:55,30.0,56.5,1774,6.9,0,1,0
2026-05-10 10:28:00,30.1,56.1,1774,6.9,0,1,0
2026-05-10 10:28:05,29.3,58.7,1776,7.0,0,1,0
2026-05-10 10:28:10,30.1,56.6,1777,7.1,0,1,0
2026-05-10 10:28:15,29.4,58.8,1779,7.1,0,1,0
2026-05-10 10:28:20,29.7,53.9,1781,7.0,0,1,0
2026-05-10 10:28:25,29.9,55.9,1782,7.0,0,1,0
2026-05-10 10:28:30,30.2,58.1,1784,6.9,0,1,0
2026-05-10 10:28:35,29.4,53.4,1785,7.0,0,1,0
2026-05-10 10:28:40,30.0,56.0,1786,7.1,0,1,0
2026-05-10 10:28:45,29.6,57.4,1787,7.0,0,1,0
2026-05-10 10:28:50,30.1,57.4,1787,7.0,0,1,0
2026-05-10 10:28:55,29.8,57.0,1789,6.8,0,1,0
2026-05-10 10:29:00,29.7,55.3,1790,7.0,0,1,0
2026-05-10 10:29:05,30.2,56.0,1792,7.1,0,1,0
2026-05-10 10:29:10,29.6,56.4,1793,7.0,0,1,0
2026-05-10 10:29:15,30.0,52.1,1794,6.9,0,1,0
2026-05-10 10:29:20,30.2,56.7,1795,6.9,0,1,0
2026-05-10 10:29:25,29.7,53.8,1798,7.0,0,1,0
2026-05-10 10:29:30,29.7,53.5,1800,7.1,0,1,0
2026-05-10 10:29:35,29.6,54.7,1801,7.0,0,1,0
2026-05-10 10:29:40,29.9,56.5,1802,7.1,0,1,0
2026-05-10 10:29:45,29.8,52.6,1803,7.0,0,1,0
2026-05-10 10:29:50,29.7,54.2,1804,7.0,0,1,0
2026-05-10 10:29:55,30.3,55.2,1805,6.9,0,1,0
2026-05-10 10:30:00,30.0,56.1,1807,6.8,0,1,0
2026-05-10 10:30:05,29.6,54.9,1807,7.0,0,1,0
2026-05-10 10:30:10,29.8,57.4,1808,7.0,0,1,0
2026-05-10 10:30:15,30.3,53.7,1810,7.0,0,1,0
2026-05-10 10:30:20,29.6,57.1,1812,7.2,0,1,0
2026-05-10 10:30:25,30.0,53.7,1813,7.1,0,1,0
2026-05-10 10:30:30,30.1,55.9,1814,7.1,0,1,0
2026-05-10 10:30:35,30.1,56.7,1815,6.8,0,1,0
2026-05-10 10:30:40,30.1,54.6,1817,7.2,0,1,0
2026-05-10 10:30:45,29.9,54.7,1818,6.8,0,1,0
2026-05-10 10:30:50,29.7,56.1,1819,7.0,0,1,0
2026-05-10 10:30:55,30.0,51.5,1822,7.2,0,1,0
2026-05-10 10:31:00,30.2,57.5,1823,7.0,0,1,0
2026-05-10 10:31:05,29.8,57.5,1824,6.9,0,1,0
2026-05-10 10:31:10,30.2,53.6,1826,7.0,0,1,0
2026-05-10 10:31:15,30.0,57.6,1827,7.1,0,1,0
2026-05-10 10:31:20,29.8,54.4,1828,7.1,0,1,0
2026-05-10 10:31:25,29.8,54.9,1828,7.1,0,1,0
2026-05-10 10:31:30,29.9,57.1,1830,7.0,0,1,0
2026-05-10 10:31:35,30.2,56.0,1831,6.7,0,1,0
2026-05-10 10:31:40,30.2,54.5,1832,6.9,0,1,0
2026-05-10 10:31:45,30.4,59.3,1835,7.0,0,1,0
2026-05-10 10:31:50,30.1,56.0,1835,7.0,0,1,0
2026-05-10 10:31:55,30.4,52.7,1837,7.1,0,1,0
2026-05-10 10:32:00,29.6,56.3,1837,7.1,0,1,0
2026-05-10 10:32:05,29.9,56.0,1838,7.0,0,1,0
2026-05-10 10:32:10,30.5,57.8,1839,7.2,0,1,0
2026-05-10 10:32:15,30.0,56.0,1840,7.0,0,1,0
2026-05-10 10:32:20,29.9,57.2,1842,7.0,0,1,0
2026-05-10 10:32:25,29.9,53.6,1843,6.8,0,1,0
2026-05-10 10:32:30,29.7,55.5,1844,7.0,0,1,0
2026-05-10 10:32:35,29.7,60.9,1846,7.0,0,1,0
2026-05-10 10:32:40,29.8,56.2,1847,7.1,0,1,0
2026-05-10 10:32:45,29.4,60.0,1848,7.2,0,1,0
2026-05-10 10:32:50,29.9,55.1,1849,6.9,0,1,0
2026-05-10 10:32:55,30.8,53.8,1850,7.1,0,1,0
2026-05-10 10:33:00,29.7,52.9,1850,7.1,0,1,0
2026-05-10 10:33:05,29.4,55.7,1852,7.2,0,1,0
2026-05-10 10:33:10,30.1,55.3,1854,7.2,0,1,0
2026-05-10 10:33:15,29.5,56.7,1856,6.9,0,1,0
2026-05-10 10:33:20,29.8,53.4,1857,6.8,0,1,0
2026-05-10 10:33:25,30.0,55.7,1858,7.1,0,1,0
2026-05-10 10:33:30,29.9,51.9,1858,6.9,0,1,0
2026-05-10 10:33:35,29.7,59.1,1859,6.8,0,1,0
2026-05-10 10:33:40,30.1,58.8,1861,6.9,0,1,0
2026-05-10 10:33:45,29.4,57.2,1861,7.1,0,1,0
2026-05-10 10:33:50,30.4,55.2,1862,6.9,0,1,0
2026-05-10 10:33:55,30.2,56.3,1863,6.9,0,1,0
2026-05-10 10:34:00,29.7,58.7,1865,7.1,0,1,0
